voc_id,customer_id,received_date,channel,voc_type,category,content,sentiment
V0227,C088,2024-09-01,이메일,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0228,C089,2024-03-26,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0229,C089,2024-05-27,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0230,C089,2024-11-25,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0231,C090,2024-01-12,SNS,제안,앱기능,앱에서 바로 상담사 채팅 연결이 되면 편할 것 같아요.,중립
V0232,C090,2024-06-09,이메일,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0233,C091,2024-10-17,이메일,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0234,C091,2024-11-29,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0235,C091,2024-06-25,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0236,C091,2024-05-31,고객센터전화,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0237,C093,2024-03-15,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0238,C093,2024-12-26,고객센터전화,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0239,C093,2024-09-20,SNS,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0240,C093,2024-04-10,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0241,C094,2024-05-30,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0242,C094,2024-04-21,SNS,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0243,C094,2024-07-31,이메일,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0244,C094,2024-10-11,앱리뷰,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0245,C095,2024-05-13,앱리뷰,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0246,C096,2024-02-05,이메일,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0247,C096,2024-02-11,앱리뷰,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0248,C096,2024-03-20,이메일,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0249,C097,2024-03-15,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0250,C097,2024-08-26,SNS,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0251,C097,2024-08-29,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0252,C097,2024-11-22,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0253,C097,2024-02-11,고객센터전화,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0254,C097,2024-01-24,고객센터전화,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0255,C097,2024-08-24,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0256,C098,2024-07-28,앱리뷰,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0257,C098,2024-10-25,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0258,C098,2024-09-09,SNS,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0259,C098,2024-06-16,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0260,C099,2024-11-15,앱리뷰,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0261,C099,2024-12-27,고객센터전화,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0262,C100,2024-06-14,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0263,C101,2024-09-20,SNS,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0264,C101,2024-03-18,앱리뷰,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0265,C101,2024-11-24,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0266,C101,2024-12-05,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0267,C102,2024-11-13,고객센터전화,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0268,C102,2024-12-14,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0269,C102,2024-04-03,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0270,C103,2024-07-24,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0271,C103,2024-04-02,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0272,C103,2024-09-27,앱리뷰,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0273,C104,2024-09-06,SNS,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0274,C104,2024-11-30,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0275,C105,2024-02-24,고객센터전화,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0276,C105,2024-01-11,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0277,C105,2024-10-31,SNS,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0278,C106,2024-01-15,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0279,C106,2024-06-06,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0280,C107,2024-01-27,이메일,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0281,C107,2024-06-05,앱리뷰,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0282,C107,2024-06-11,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0283,C108,2024-03-04,앱리뷰,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0284,C108,2024-10-03,앱리뷰,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0285,C109,2024-09-10,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0286,C109,2024-08-11,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0287,C109,2024-08-05,고객센터전화,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0288,C109,2024-06-17,앱리뷰,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0289,C109,2024-05-13,이메일,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0290,C109,2024-02-21,SNS,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0291,C109,2024-08-11,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0292,C110,2024-10-13,고객센터전화,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0293,C110,2024-12-21,SNS,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0294,C110,2024-01-17,SNS,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0295,C111,2024-09-20,이메일,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0296,C111,2024-12-06,이메일,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0297,C111,2024-06-05,이메일,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0298,C111,2024-12-17,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0299,C111,2024-04-03,고객센터전화,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0300,C112,2024-01-21,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0301,C112,2024-08-23,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0302,C113,2024-01-05,고객센터전화,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0303,C113,2024-03-07,앱리뷰,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0304,C114,2024-10-05,앱리뷰,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0305,C114,2024-07-25,앱리뷰,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0306,C114,2024-10-12,고객센터전화,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0307,C114,2024-05-06,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0308,C115,2024-04-15,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0309,C115,2024-04-09,SNS,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0310,C115,2024-05-29,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0311,C116,2024-09-05,앱리뷰,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0312,C116,2024-09-07,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0313,C116,2024-01-15,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0314,C117,2024-05-19,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0315,C118,2024-12-31,이메일,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0316,C118,2024-12-28,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0317,C118,2024-09-28,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0318,C119,2024-06-10,앱리뷰,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0319,C119,2024-11-08,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0320,C119,2024-05-30,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0321,C119,2024-02-28,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0322,C120,2024-10-08,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0323,C120,2024-02-19,앱리뷰,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0324,C120,2024-01-12,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0325,C121,2024-05-19,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0326,C121,2024-10-10,앱리뷰,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0327,C122,2024-03-24,앱리뷰,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0328,C123,2024-08-12,앱리뷰,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0329,C123,2024-09-17,이메일,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0330,C124,2024-08-27,고객센터전화,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0331,C124,2024-10-08,이메일,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0332,C124,2024-02-12,이메일,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0333,C124,2024-01-10,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0334,C125,2024-10-20,이메일,제안,앱기능,앱에서 바로 상담사 채팅 연결이 되면 편할 것 같아요.,중립
V0335,C126,2024-12-19,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0336,C126,2024-05-20,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0337,C126,2024-02-24,고객센터전화,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0338,C127,2024-06-13,이메일,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0339,C127,2024-09-14,이메일,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0340,C127,2024-02-11,고객센터전화,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0341,C127,2024-09-11,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0342,C127,2024-09-03,SNS,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0343,C127,2024-02-07,이메일,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0344,C128,2024-06-22,고객센터전화,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0345,C128,2024-11-28,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0346,C128,2024-06-26,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0347,C128,2024-06-27,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0348,C128,2024-07-03,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0349,C129,2024-06-27,SNS,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0350,C129,2024-06-10,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0351,C129,2024-05-23,이메일,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0352,C130,2024-08-26,고객센터전화,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0353,C130,2024-06-01,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0354,C130,2024-11-15,고객센터전화,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0355,C130,2024-01-07,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0356,C130,2024-06-14,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0357,C131,2024-08-16,이메일,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0358,C131,2024-08-19,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0359,C131,2024-08-19,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0360,C132,2024-06-14,SNS,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0361,C132,2024-10-28,이메일,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0362,C132,2024-07-22,고객센터전화,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0363,C133,2024-01-29,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0364,C133,2024-04-22,앱리뷰,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0365,C133,2024-06-24,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0366,C134,2024-12-15,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0367,C134,2024-11-30,SNS,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0368,C134,2024-10-15,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0369,C135,2024-09-30,고객센터전화,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0370,C135,2024-08-21,이메일,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0371,C136,2024-03-18,고객센터전화,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0372,C136,2024-10-17,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0373,C136,2024-03-02,앱리뷰,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0374,C137,2024-01-04,앱리뷰,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0375,C137,2024-11-08,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0376,C137,2024-08-03,SNS,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0377,C137,2024-09-10,고객센터전화,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0378,C138,2024-05-06,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0379,C138,2024-03-19,SNS,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0380,C139,2024-06-27,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0381,C139,2024-04-02,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0382,C140,2024-01-12,SNS,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0383,C140,2024-05-09,앱리뷰,문의,요금,포인트를 요금에서 차감할 수 있는지 궁금합니다.,중립
V0384,C140,2024-03-22,SNS,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0385,C141,2024-09-22,SNS,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0386,C141,2024-10-10,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0387,C141,2024-06-20,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0388,C141,2024-08-10,고객센터전화,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0389,C142,2024-05-01,앱리뷰,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0390,C142,2024-04-16,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0391,C142,2024-04-30,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0392,C143,2024-01-17,SNS,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0393,C143,2024-08-08,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0394,C144,2024-05-28,SNS,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0395,C144,2024-09-11,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0396,C144,2024-01-08,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0397,C144,2024-07-20,앱리뷰,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0398,C145,2024-06-12,이메일,칭찬,서비스,앱 업데이트 후 많이 편해졌어요. 개발팀 수고하셨습니다.,긍정
V0399,C146,2024-01-28,SNS,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0400,C146,2024-05-26,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0401,C147,2024-11-02,SNS,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0402,C148,2024-07-05,SNS,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0403,C148,2024-12-05,SNS,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0404,C148,2024-11-27,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0405,C148,2024-10-05,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0406,C149,2024-05-11,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0407,C149,2024-05-15,SNS,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0408,C149,2024-12-16,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0409,C151,2024-11-27,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0410,C151,2024-09-03,앱리뷰,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0411,C151,2024-11-22,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0412,C152,2024-10-12,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0413,C152,2024-06-13,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0414,C153,2024-11-06,앱리뷰,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0415,C153,2024-10-23,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0416,C153,2024-09-08,고객센터전화,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0417,C153,2024-08-21,앱리뷰,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0418,C154,2024-07-12,고객센터전화,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0419,C154,2024-05-13,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0420,C154,2024-10-11,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0421,C154,2024-11-20,고객센터전화,칭찬,서비스,앱 업데이트 후 많이 편해졌어요. 개발팀 수고하셨습니다.,긍정
V0422,C155,2024-12-06,고객센터전화,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0423,C155,2024-08-17,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0424,C155,2024-05-18,이메일,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0425,C156,2024-08-21,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0426,C156,2024-07-23,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0427,C156,2024-04-14,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0428,C156,2024-10-10,고객센터전화,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0429,C157,2024-07-04,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0430,C157,2024-10-06,앱리뷰,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0431,C157,2024-10-05,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0432,C158,2024-11-14,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0433,C159,2024-09-02,앱리뷰,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0434,C159,2024-05-08,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0435,C159,2024-09-10,앱리뷰,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0436,C159,2024-08-27,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0437,C159,2024-08-23,고객센터전화,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0438,C160,2024-02-25,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0439,C160,2024-02-19,앱리뷰,제안,앱기능,가족 데이터 공유 기능을 추가해 주시면 정말 유용할 것 같아요.,중립
V0440,C160,2024-10-12,SNS,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0441,C160,2024-02-21,이메일,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0442,C161,2024-11-23,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0443,C161,2024-03-14,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0444,C161,2024-05-10,앱리뷰,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0445,C162,2024-07-15,앱리뷰,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0446,C162,2024-09-07,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0447,C162,2024-05-24,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0448,C163,2024-03-01,앱리뷰,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0449,C163,2024-11-25,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0450,C164,2024-10-16,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0451,C164,2024-05-24,앱리뷰,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0452,C164,2024-04-17,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0453,C164,2024-01-16,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0454,C165,2024-03-27,SNS,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
